"","count.P"
"212817_at",78
"212972_x_at",82
"212977_at",84
"212979_s_at",98
"212980_at",98
"212993_at",97
"212994_at",99
"212999_x_at",75
"213012_at",98
"213020_at",99
"213022_s_at",77
"213026_at",99
"213077_at",97
"213102_at",78
"213146_at",90
"213274_s_at",84
"213371_at",92
"213436_at",82
"213567_at",98
"213571_s_at",99
"213573_at",99
"213574_s_at",94
"213575_at",99
"213577_at",99
"213582_at",98
"213584_s_at",99
"213586_at",84
"213595_s_at",97
"213598_at",96
"213601_at",93
"213602_s_at",89
"213603_s_at",99
"213605_s_at",99
"213626_at",99
"213634_s_at",76
"213635_s_at",88
"213638_at",80
"213654_at",98
"213655_at",92
"213657_s_at",75
"213659_at",95
"213662_at",92
"213678_at",97
"213696_s_at",99
"213697_at",97
"213703_at",77
"213746_s_at",76
"213759_at",77
"213798_s_at",80
"213818_x_at",81
"213834_at",99
"213901_x_at",90
"213927_at",89
"214007_s_at",96
"214059_at",85
"214065_s_at",99
"214263_x_at",76
"214295_at",91
"214306_at",89
"214447_at",86
"214470_at",94
"214476_at",92
"214570_x_at",85
"214776_x_at",99
"214867_at",78
"214956_at",99
"214957_at",99
"215016_x_at",76
"215061_at",84
"215082_at",99
"215096_s_at",99
"215127_s_at",87
"215138_s_at",98
"215139_at",99
"215142_at",99
"215145_s_at",75
"215147_at",97
"215151_at",99
"215153_at",90
"215159_s_at",99
"215160_x_at",92
"215162_at",99
"215163_at",99
"215164_at",99
"215165_x_at",96
"215169_at",91
"215170_s_at",84
"215171_s_at",98
"215172_at",99
"215175_at",99
"215177_s_at",90
"215182_x_at",99
"215194_at",99
"215197_at",99
"215199_at",99
"215202_at",89
"215203_at",97
"215207_x_at",94
"215222_x_at",99
"215233_at",94
"215234_at",99
"215238_s_at",99
"215240_at",96
"215241_at",90
"215260_s_at",82
"215272_at",93
"215280_s_at",87
"215287_at",75
"215297_at",91
"215309_at",99
"215316_at",97
"215319_at",85
"215326_at",90
"215338_s_at",99
"215341_at",94
"215342_s_at",80
"215346_at",99
"215349_at",79
"215354_s_at",92
"215355_at",98
"215363_x_at",99
"215364_s_at",90
"215368_at",81
"215395_x_at",91
"215397_x_at",84
"215407_s_at",87
"215418_at",82
"215449_at",84
"215454_x_at",84
"215458_s_at",98
"215469_at",98
"215470_at",92
"215479_at",98
"215493_x_at",99
"215508_at",99
"215535_s_at",92
"215548_s_at",79
"215561_s_at",99
"215622_x_at",84
"215660_s_at",95
"215661_at",87
"215674_at",95
"215675_at",92
"215689_s_at",96
"215693_x_at",95
"215767_at",99
"215779_s_at",98
"215793_at",77
"215798_at",93
"215802_at",95
"215817_at",86
"215889_at",97
"215917_at",95
"215929_at",91
"215940_at",76
"215945_s_at",99
"215991_s_at",99
"216069_at",97
"216072_at",97
"216076_at",99
"216118_at",96
"216125_s_at",99
"216127_at",92
"216134_at",87
"216153_x_at",92
"216163_at",98
"216197_at",82
"216241_s_at",88
"216262_s_at",75
"216288_at",79
"216373_at",83
"216476_at",99
"216511_s_at",98
"216530_at",98
"216580_at",75
"216597_at",91
"216601_at",87
"216663_s_at",98
"216670_at",99
"216685_s_at",96
"216710_x_at",99
"216713_at",80
"216733_s_at",81
"216763_at",98
"216768_x_at",97
"216769_x_at",91
"216787_at",84
"216806_at",99
"216807_at",98
"216831_s_at",84
"216860_s_at",98
"216876_s_at",75
"217015_at",91
"217085_at",89
"217110_s_at",98
"217169_at",80
"217204_at",93
"217273_at",85
"217323_at",99
"217356_s_at",87
"217384_x_at",93
"217389_s_at",78
"217393_x_at",97
"217428_s_at",91
"217463_s_at",99
"217466_x_at",85
"217496_s_at",85
"217667_at",92
"217704_x_at",95
"217862_at",94
"217953_at",97
"217977_at",97
"217983_s_at",84
"218138_at",79
"218140_x_at",76
"218148_at",92
"218194_at",91
"218207_s_at",99
"218223_s_at",87
"218566_s_at",78
"218580_x_at",78
"218620_s_at",98
"218738_s_at",93
"218753_at",98
"218805_at",99
"218880_at",87
"218915_at",88
"218946_at",91
"219069_at",78
"219129_s_at",85
"219130_at",77
"219273_at",99
"219363_s_at",89
"219437_s_at",86
"219446_at",77
"219848_s_at",80
"219936_s_at",82
"219977_at",76
"220030_at",99
"220146_at",99
"220189_s_at",98
"220383_at",90
"220386_s_at",78
"220504_at",82
"220855_at",87
"221080_s_at",93
"221161_at",82
"221542_s_at",78
"222166_at",99
"222486_s_at",98
"222803_at",98
"222854_s_at",98
"222857_s_at",94
"223639_s_at",76
"224559_at",96
"224604_at",97
"225117_at",79
"225367_at",89
"225478_at",99
"225586_at",99
"225594_at",82
"225732_at",99
"225913_at",93
"226071_at",89
"228611_s_at",86
"228807_at",98
"229309_at",95
"229458_s_at",88
"230356_at",81
"232804_at",92
"234810_at",86
"236475_at",99
"236486_at",99
"236499_at",99
"236501_at",99
"236502_at",99
"236515_at",99
"236825_at",83
"236923_x_at",92
"238030_at",99
"238076_at",99
"238113_at",85
"238138_at",96
"238146_at",81
"238162_at",98
"238167_at",99
"238244_at",99
"239537_at",93
"239766_at",98
"239902_at",99
"239910_at",86
"240862_at",86
"241007_at",98
"244008_at",96
"244185_at",97
"36552_at",87
"36553_at",90
